0,64,0,tile_01
128,64,0,tile_01
256,64,0,tile_01
384,64,0,tile_01
512,64,0,tile_01
640,64,0,tile_01
768,64,0,tile_01
896,64,0,tile_01
1024,64,0,tile_01
1152,64,0,tile_01
0,128,0,tile_02
128,128,6,tile_wall
256,128,0,tile_02
384,128,0,tile_02
512,128,0,tile_02
640,128,0,tile_02
768,128,0,tile_02
896,128,0,tile_02
1024,128,6,tile_wall
1152,128,0,tile_02
0,192,0,tile_03
128,192,6,tile_wall
256,192,6,tile_wall
384,192,4,tile_special2
512,192,0,tile_03
640,192,0,tile_03
768,192,4,tile_special2
896,192,6,tile_wall
1024,192,6,tile_wall
1152,192,0,tile_03
0,256,0,tile_04
128,256,3,tile_special
256,256,6,tile_wall
384,256,6,tile_wall
512,256,0,tile_04
640,256,0,tile_04
768,256,6,tile_wall
896,256,6,tile_wall
1024,256,3,tile_special
1152,256,0,tile_04
0,320,0,tile_05
128,320,0,tile_05
256,320,0,tile_05
384,320,0,tile_05
512,320,0,tile_05
640,320,0,tile_05
768,320,0,tile_05
896,320,0,tile_05
1024,320,0,tile_05
1152,320,0,tile_05
