0,64,0,tile_01
128,64,0,tile_01
256,64,0,tile_01
384,64,0,tile_01
512,64,0,tile_01
640,64,0,tile_01
768,64,0,tile_01
896,64,0,tile_01
1024,64,0,tile_01
1152,64,0,tile_01
0,128,3,tile_special
128,128,6,tile_wall
256,128,0,tile_02
384,128,0,tile_02
512,128,0,tile_02
640,128,0,tile_02
768,128,0,tile_02
896,128,0,tile_02
1024,128,6,tile_wall
1152,128,3,tile_special
0,192,6,tile_wall
128,192,0,tile_03
256,192,0,tile_03
384,192,6,tile_wall
512,192,6,tile_wall
640,192,6,tile_wall
768,192,6,tile_wall
896,192,0,tile_03
1024,192,0,tile_03
1152,192,6,tile_wall
0,256,0,tile_09
128,256,0,tile_09
256,256,0,tile_09
384,256,1,tile_09
512,256,5,tile_special3
640,256,5,tile_special3
768,256,1,tile_09
896,256,0,tile_09
1024,256,0,tile_09
1152,256,0,tile_09
0,320,0,tile_10
128,320,0,tile_10
256,320,0,tile_10
384,320,1,tile_10
512,320,2,tile_10
640,320,2,tile_10
768,320,1,tile_10
896,320,0,tile_10
1024,320,0,tile_10
1152,320,0,tile_10
